ride_id,start_time,total_distance_mi,total_weight_lbs,avg_cruising_speed,hours_since_last_ride,active_time_ratio,avg_climb_rate,distance_training_intensity,prior_training_load,year,best_power_4s,best_power_5s,best_power_10s,best_power_20s,best_power_30s,best_power_1m,best_power_2m,best_power_3m,best_power_4m,best_power_5m,best_power_6m,best_power_10m,best_power_20m,best_power_30m,best_power_40m,best_power_1h,best_power_2h
0x5cf66368,2019-06-04 12:26:16,6.769645121436649,255,15.655414357965586,13.795833333333333,0.7535802469135803,12.190871559633027,0.9963154218903432,1.6891896137352298,2019,695.0958162927477,687.4772076757683,638.8993555357733,498.4276517945591,396.1164420211438,339.20793440592325,247.94141785512065,229.25823396874168,230.1631376149439,223.1140101538616,207.16601047672123,192.0182258684577,181.417798657848,0.0,0.0,0.0,0.0
0x5cf6e3eb,2019-06-04 21:34:35,7.164077108175171,255,15.335067766889775,8.57638888888889,0.8532580810672139,8.41656404088996,1.0,2.2896885144473087,2019,738.448759760252,731.4751799142547,673.5523582049167,506.9322488931008,355.6668713360837,295.93256997194806,231.7373546475655,214.7981855652972,196.85073387237256,180.22030510049944,179.30808160835565,169.0546059775859,155.33469579178976,0.0,0.0,0.0,0.0
0x5cf90912,2019-06-06 12:37:38,7.159246122299952,255,13.756312634322173,38.50972222222222,0.7809564474807856,10.612572990705305,0.9993256652877582,1.642802676695955,2019,661.8308489007122,656.17425061254,607.2500189685165,471.8341693205422,338.5276572725386,245.19555907564103,198.1597269207968,187.68983474349832,178.47296902532904,159.38071333044843,158.57257445489336,144.02620435730725,131.64946630962177,133.1388607205036,0.0,0.0,0.0
0x5cf98639,2019-06-06 21:31:37,5.215263234149613,255,14.246414116428625,8.249444444444444,0.7424867413081909,6.796357142857145,0.7279741905902017,2.263854878516406,2019,531.1717388620331,526.4913144062855,495.59309864369845,410.726707623509,335.0357066142996,236.1418293988203,208.71194498196485,184.5559709471873,177.3402446871867,178.36336046037746,169.55783624316032,149.92193405584882,120.03445123252074,0.0,0.0,0.0,0.0
0x5cff9ab2,2019-06-11 12:12:34,6.948770546909373,255,14.422620025757778,110.21138888888888,0.8118151500714627,11.009834507042246,0.9699463646168598,0.415391106971447,2019,661.7193611484042,655.3816531992965,616.4383465795966,513.7316175895928,424.1176380916283,275.63006089836045,224.82238463324265,199.839780040278,195.25301066268847,186.0203859292901,177.24252851654776,166.736322163598,144.64766415771768,144.96628846980414,0.0,0.0,0.0
0x5d038e14,2019-06-14 12:07:48,6.9567114391322,255,14.427371257639972,71.33777777777777,0.7227979274611399,11.265942652329755,0.9710547966036912,0.3863335320439999,2019,737.2884484742046,728.2486952498468,664.899455901312,503.5656959085824,349.1415082393302,287.33097393302154,207.8462954074593,205.213054392258,193.26366205856093,183.79319039779128,176.77408257177893,153.68724270256885,145.7951999340579,140.85713875773476,0.0,0.0,0.0
0x5d0ccd4b,2019-06-21 12:27:55,7.025871056652917,255,14.0291093109125,167.69222222222223,0.7566275532377227,10.832388282596211,0.980708463988398,0.0677320136568664,2019,465.8748565572744,461.7247221552346,446.9817930606863,402.32995713636194,355.02958535590943,249.12354029976908,211.09250948241825,182.6900673838672,183.3149577977786,163.07691154506054,166.07786740568324,147.9088392032038,135.49876396534052,136.5973228080386,0.0,0.0,0.0
0x5d0d45b5,2019-06-21 21:01:41,5.082603777713379,255,15.726832213564512,7.923888888888888,0.8580015026296018,7.602036777583185,0.7094568778319608,0.9094390214886,2019,477.0604114645472,472.7141973718334,437.7346349162702,356.77602248205017,303.55109413501617,276.7638374297494,230.8845984301617,217.63655143005263,213.4570560545375,206.80480859254783,199.3747100725012,174.71623004641174,136.1574113037308,0.0,0.0,0.0,0.0
0x5d1b4f6d,2019-07-02 12:34:53,5.301858879271756,255,11.331872987751495,255.1838888888889,0.7969291728578505,8.723504039776266,1.0,0.0169275718670747,2019,770.6409601315717,767.3019452454079,745.1231650180196,676.9476933612953,612.1814230728485,442.9579990373949,268.142920985086,203.5813052047748,183.00462538142017,166.61713653454672,155.71468350423174,133.48151255705753,90.29439323532272,91.1570764953153,0.0,0.0,0.0
0x5d436208,2019-08-01 22:04:56,3.569779984396336,255,14.396251803176652,728.9402777777777,0.4057742782152231,4.6349961190168,1.0,2.2599438656109047e-06,2019,321.8838351075751,321.1283737318369,315.2861384837749,286.34452831110923,253.37847874992468,216.2270156265348,149.76858285696804,130.7589593856919,132.783417622792,123.38022545063676,114.13113902768676,105.82449824552076,68.2140033573357,0.0,0.0,0.0,0.0
0x5d4384b0,2019-08-02 00:32:48,3.653316538443125,255,13.507176466862438,1.9355555555555557,0.6019350380096752,10.532349024110204,1.0,0.966029165336578,2019,455.45561585549166,452.32962480696096,431.3128501392408,388.83641099733046,358.07644254105327,271.7329774582737,209.31523378424384,183.1088486028211,180.85075290697648,176.2981760275742,164.03918391625623,158.48964586966298,108.94128396164592,0.0,0.0,0.0,0.0
0x5e0df812,2020-01-02 14:02:58,5.27624788137982,255,14.419407575755914,3685.101111111111,0.8112852664576803,6.359156105100464,1.0,5.165948139278793e-29,2020,355.6307187327924,353.8222651578709,340.09479387799763,304.13814776876205,270.52923361736504,197.9766525043048,186.04503121791925,169.34717544542127,168.4590067393303,161.3276774689098,149.85596993348858,135.6979351195301,126.82413202627154,0.0,0.0,0.0,0.0
0x5e15d71a,2020-01-08 13:20:26,5.198890555991437,255,13.893681891327766,142.84833333333333,0.7484020918070889,10.026409937888184,1.0,0.0780143031614998,2020,624.5677663386689,614.216697645153,553.0562198189403,434.1362557499466,352.95938727297465,242.8010203997565,186.2367699020596,167.85862139713706,169.70801949712387,149.82746596729532,148.5259477663321,142.96523091420167,131.67877707461096,0.0,0.0,0.0,0.0
0x5e1652d1,2020-01-08 22:08:17,5.282497492452428,255,14.986622873511037,8.319722222222222,0.7425373134328358,7.963432160804005,1.0,0.9286153064745212,2020,420.357613333653,410.9572491932722,331.1517380333712,297.3788185552033,261.6920125317836,202.18397167071413,171.5805694556703,157.99850044746202,155.39867692083016,150.57185900308843,155.46695044699632,143.1561520300931,120.7734895270889,0.0,0.0,0.0,0.0
0x5e865b3a,2020-04-02 21:38:02,6.771038658125979,255,12.395848662067069,2039.0494444444444,0.317457231726283,12.103333741579895,1.0,2.9527483787891083e-16,2020,499.8167086143423,494.6143853643327,466.1910413808246,381.3317157675587,328.3299508282583,247.02920229587,198.5870911495218,171.88910586237375,165.93243047088816,161.64142507072847,153.71997858348152,122.2752141703242,102.51463284774478,84.84455362674306,88.0585821234431,0.0,0.0
0x5e88c29f,2020-04-04 17:23:43,22.75173993312781,253,13.647223042214296,42.33277777777778,0.6167773730447825,5.994364773319432,1.0,0.4695678570509136,2020,887.5633991109285,864.7550035860244,659.8049319131925,397.1600900809318,373.8695313856052,286.77342110985563,197.2859607564555,177.94429362962188,173.615500219717,165.00870487278763,155.30193471017574,136.08610899594413,126.30116469369436,121.57488690388588,117.59302858704744,107.16834992249504,0.0
0x5e9231c4,2020-04-11 21:08:20,11.374901753980613,253,12.235548405356443,169.1511111111111,0.6872799295774648,6.265732949087412,0.4999574444598023,0.0706407635606435,2020,538.2246357730703,535.789382330051,513.7507015845462,488.1569570614156,434.61535639003193,273.0763493194464,212.89339038521604,172.8976394381165,161.98920097514753,159.50322907670565,157.8952984878287,118.39478586726716,102.23364080726915,85.61558209588009,79.36631370821418,80.06340699127111,0.0
0x5e93257e,2020-04-12 14:28:14,8.985745615874531,253,12.045557366324523,16.06972222222222,0.3355840648210668,7.240645472837023,0.3949476234470658,0.4270766620595555,2020,512.5115740361285,509.7873173596967,491.8074250408231,421.5147967122031,345.5920915748139,311.1453151030375,227.04223308905856,165.47808437192697,152.234685756039,130.09935694148996,119.39751054699067,117.28339957540028,90.81966778163688,90.13721357837376,86.66846178628931,0.0,0.0
0x5e94ab07,2020-04-13 18:10:15,4.869108089917981,253,12.07983800724814,25.64361111111111,0.5221829603455045,10.745891729323302,0.2140103615912156,0.5102679120440223,2020,383.8942501493924,383.102248058418,378.9301030636869,367.9722517740742,352.3855308506158,330.34201309656095,267.7895484730573,240.04079809611395,223.4874312693232,184.11555844699743,165.64686372039105,129.4107684175095,97.91805897596969,85.02075004836665,0.0,0.0,0.0
0x5e962a3e,2020-04-14 21:25:18,7.197711176621681,253,14.145734061296572,26.54361111111111,0.6707363601678749,6.002102389078485,0.3163587135655242,0.4468852714156278,2020,348.93865279786985,347.00720387377135,328.1941099055,280.1430237244044,253.57268364236023,231.23765703329715,189.5098807802824,167.82379150855417,169.76166622778405,167.8773270156657,155.44438616804408,134.90295009586325,115.35278742678058,107.96575874791628,0.0,0.0,0.0
0x5e98c078,2020-04-16 20:30:48,7.218499340856504,250,13.995997589296922,46.36388888888889,0.7793796417649629,6.157392376681615,0.3172724091464303,0.3309814712890079,2020,309.87938003870534,308.78807728351177,297.42703784471485,275.1857827773025,253.697608425718,230.14747179045204,189.85799486649208,170.54161849642287,159.41507526969673,150.5189204279106,138.30626318334888,128.02552677707112,115.80706135370016,109.22574956476474,0.0,0.0,0.0
0x5e99998e,2020-04-17 11:57:02,7.021599934944788,250,12.567654071405205,14.801666666666666,0.6313181367690783,5.500954474097322,0.3086181520878298,0.4948172096580204,2020,414.55682975260777,411.2935892472451,378.5383236594347,300.7109113109592,260.62858678131767,209.2851374893941,181.30320985412988,167.80646915471274,149.58722797560696,137.0253493418013,120.98528313455108,112.6189104403948,95.90455994667694,88.79070967849862,0.0,0.0,0.0
0x5e9b5c9c,2020-04-18 20:01:32,10.926798448211189,250,11.893357608434217,31.23444444444445,0.7072949705482555,2.446562459961586,0.4802621021656967,0.455739428660056,2020,300.29090923559795,298.8729714358321,289.86152979217775,253.726069031406,211.51355791612264,160.44351936697163,129.1421682961299,114.2267822157468,99.87699019122311,95.84153241968664,92.1684870563703,88.69708061404921,81.57230305609166,79.41669836721196,75.33256130460057,67.80051209936005,0.0
0x5e9c9d77,2020-04-19 18:50:31,15.224367563686345,250,13.562073238211754,21.59055555555556,0.7366622365673059,5.712998969072148,0.6691517927171281,0.629844604543786,2020,530.258469042278,529.1229066542141,521.1095805456814,491.275277431554,459.4057675791585,353.9620068620467,261.62190364808947,238.251639855382,221.88336850123923,204.34985022831856,191.63740399297563,165.30013555796347,136.7669116228248,122.24732771681994,111.73738910816596,101.5067075242697,0.0
0x5e9dfd1f,2020-04-20 19:50:55,17.831144797616535,250,14.85771617607147,23.54388888888889,0.7507022471910112,6.026420486435917,0.7837266446445877,0.8424720885478696,2020,499.8191163695035,494.81771175955646,454.8115296872482,369.3121824103649,296.14715223101484,238.0656118467328,208.26008589771288,199.26307653648627,187.2377675131229,178.40916296631383,173.21289603157942,145.66614300933182,136.4743538547506,134.55583011485012,132.57830750092327,128.8713879193285,0.0
0x5ea0bee0,2020-04-22 22:02:08,9.006008112939424,250,13.96499261131969,48.605,0.7780869565217391,6.089723737147939,0.3958382145457882,0.6728476868257802,2020,488.5677852925353,487.3601143557356,480.2823048956511,472.1027569580644,445.6279450062044,347.6417014878051,243.16067547502283,203.79148029064507,172.0270701377288,166.55380115916995,156.84134620133304,139.5330371652222,125.10227899642965,108.22264364715114,103.28776666913564,0.0,0.0
0x5ea2000f,2020-04-23 20:52:31,0.0295814542335691,250,6.853533307623731,22.04138888888889,0.2222222222222222,0.0,0.0013001842637317,0.7145385508857809,2020,26.73270084694284,26.33881588060453,22.893664576485367,16.185403531774007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x5ea86de4,2020-04-28 17:54:44,8.729158152329674,247,13.7644108478237,20.913611111111116,0.6944533504328311,6.671063711911352,1.0,0.8578257210852027,2020,355.5864460566448,350.8864290315753,327.50926356173613,279.6439228599437,239.48410242647515,214.99058732219865,177.0348601379536,167.73037009913654,158.96604157319112,153.4890048170334,137.75786187045043,121.73648793589004,105.38718448891414,97.1904562245384,97.0497591279988,0.0,0.0
0x5ea9a89d,2020-04-29 16:17:33,8.656644482016372,247,13.923073373277289,21.514166666666668,0.7603247440875397,6.580278551532033,0.9916929365870236,1.2562281043489398,2020,369.74068955353886,365.9864238167153,337.2782578447129,273.8150688588521,238.301864188284,216.7903931033272,191.7849393452025,172.7424139657374,158.2433110621891,146.97866875223784,140.5871074606492,125.81162688070565,110.9630283682143,104.6577170758713,102.5417302131872,0.0,0.0
0x5eac8195,2020-05-01 20:07:49,8.726456546219172,247,13.733059814500448,51.05111111111111,0.7494866529774127,6.436153424657526,0.9996905078286638,0.8963294811032132,2020,432.6767490951064,430.7774074541645,414.4174540109256,374.3355578768591,327.62373075467497,254.2752494376802,216.5321318078124,203.27109093971933,190.8089004586523,178.01306826367906,164.68588792468992,139.74558663714856,121.0487826159087,116.4289922288802,103.0158326402464,0.0,0.0
0x5eadc8d7,2020-05-02 19:24:07,35.20773519119668,247,13.838170969369834,22.460277777777776,0.8085856303660189,2.3895155918184843,1.0,1.2609395338770666,2020,659.5695437449282,654.7517836797034,626.9073187568556,560.156527995914,514.4848225931667,343.31491367569186,272.8733846825465,201.07852424832143,159.35017128025893,155.96262783044642,150.369248765366,136.6620050272039,126.82208950081603,126.77268655405132,123.68062995196412,107.75686907358173,99.91589841202467
0x5eaeea8a,2020-05-03 16:00:10,8.714289793214286,245,13.9221917529979,17.5275,0.7305227655986509,6.698329639889194,0.2475106605378354,1.6040860523432632,2020,400.6821440660245,398.37719213555744,376.5674335597877,318.53870115512063,284.78137075760765,244.2674264701573,188.5742114316808,171.92417502986498,162.5445165610385,156.5200972214596,149.2917488061268,129.96618426754577,113.6271235760294,111.0903479211114,103.64288119192491,0.0,0.0
0x5eb1a434,2020-05-05 17:36:52,8.714721388996109,245,12.899271764251427,48.78833333333333,0.6800235710076605,4.657086655112637,0.2475229190878239,0.7649870493299262,2020,379.8668890348292,377.2797487416352,362.2478582087289,315.7308561923383,271.7916887018949,255.2493032262456,215.3420980520671,195.7421672278414,175.6065008833155,164.7618930641788,153.9898288498939,140.7796799482613,118.89839642129304,92.97519986856038,87.36697449314002,0.0,0.0
0x5eb2e0ff,2020-05-06 16:08:31,22.248131634451383,245,13.64831627755164,21.585,0.5534603811434303,6.78200181225082,0.6319103320231257,0.6799719318712653,2020,693.9348816416664,689.0342523830358,654.1279082143362,549.6745544554423,448.1782050421162,270.9850410783951,228.30535217298663,202.28325788794933,192.44140549096315,184.15918143551264,188.3412142429609,163.52868214311465,146.16881757109786,136.27459397773708,122.34989060827614,95.73598160503376,0.0
0x5eb4166d,2020-05-07 14:08:45,24.476609812316784,245,14.290898037021158,19.23472222222222,0.8116229812020122,3.1242012722231283,0.6952054620780294,0.9072480863265352,2020,515.0664539487782,512.4554194315539,490.4158897718127,430.2795322517461,373.2745622701857,272.1799113458136,208.9402319237769,196.31286757631824,182.59617725916524,184.16530529630225,176.37344325500715,165.89715112488182,152.4194360206088,140.90775182193033,130.95680607326133,115.77139915980744,0.0
0x5eb7006b,2020-05-09 19:11:39,8.200083986647059,245,13.545156542689082,50.95027777777778,0.7449016100178891,5.50300288184437,0.232905750458422,0.6317072406887605,2020,331.45301303314585,330.3755325471611,321.6587008979556,284.55112522394006,274.00405639528907,211.08279245315825,178.740671137404,172.00211802619413,162.07500757200654,151.85820106094465,142.8889239566611,127.02285186292876,109.61792321519192,99.95164934907116,93.11845521274016,0.0,0.0
0x5eb7e74f,2020-05-10 11:36:47,9.749860413150456,245,13.41661521646962,15.642777777777775,0.7540106951871658,6.6007825059101695,0.2769238168886337,0.6473193815787348,2020,503.25264406633255,498.2914743230581,466.5291845707864,381.099088865529,332.5271852729183,264.03249324735305,221.0200116609053,192.2909653475994,191.8735750170393,184.85556995848543,169.20949820943815,132.8053169993786,116.00177212274822,109.35758623594208,101.41817528299734,0.0,0.0
0x5eb9c88d,2020-05-11 21:50:05,8.332234890351915,245,13.40742326746307,33.286944444444444,0.6932038834951456,6.212761904761907,0.2366592126731088,0.5041654464184675,2020,464.88113771351874,461.2282227429436,427.32938191708615,347.3922269239,308.0695604444745,262.9273512845453,210.9398492434116,162.80893334596857,148.21128098512733,142.34820316709224,135.29956410111149,119.12165661096542,107.70474698127596,105.32534167567307,97.83164503923447,0.0,0.0
0x5ebb1f8c,2020-05-12 22:13:32,14.502565658606462,245,13.536998637370427,23.532777777777778,0.8172043010752689,6.628959183673466,0.4119141881705777,0.4816095612107234,2020,373.6086953405693,368.79020657856574,358.5983563499005,347.2908123540691,328.87178240794435,256.73055131079235,226.6735141320686,194.5510633342436,186.3768250995849,173.5938264712597,169.10105374128122,134.7343116378309,117.8897382646588,105.05915532351496,99.38094848481168,101.69890294339528,0.0
0x5ebc6866,2020-05-13 21:36:38,6.166453298652663,243,13.877646244486517,22.119444444444444,0.8224789915966386,7.366536398467452,0.1751448443123521,0.5947049167577088,2020,609.8980968885559,605.427454017078,574.7072983933805,474.30834794356497,376.71235985953103,323.1210899631715,220.69068510994987,197.1214264723617,184.34091661645527,165.29456715469337,169.05011845977538,158.53216826739958,123.95648817684258,0.0,0.0,0.0,0.0
0x5ec0163c,2020-05-16 16:35:08,21.622056497528064,243,13.822909840326908,66.44638888888889,0.5736786469344609,8.19071088999449,0.6141280142022435,0.2333101332978097,2020,780.9515779161632,775.0118936766776,728.1639398930321,598.2455834245956,483.5473287652837,294.7395691309887,235.0236239386616,205.58378196366283,191.25981444953948,186.7807851079233,177.99053481576388,153.1632525923204,137.64538801817585,125.32747816699468,115.01400800730416,105.9604721830002,0.0
0x5ec14196,2020-05-17 13:52:22,8.20582178718482,243,13.29159035213692,18.65972222222222,0.4225883287018658,8.812004697040875,0.2330687203429262,0.5996277437051185,2020,493.2825979737404,488.5891535365592,456.7627411083957,362.07106638769744,298.59705784676805,224.1283351223024,191.41720599264363,182.3292495168513,169.6876515824615,153.06264222880452,142.79884743108084,128.57264465903162,104.13856355306604,100.13234457289404,98.29161500190206,0.0,0.0
0x5ec44a50,2020-05-19 21:06:24,8.252119343106168,243,12.687635863070645,53.83472222222223,0.6889663918833228,7.18407639208466,0.2343837028508872,0.3127506186249988,2020,452.3811149955308,444.7025143033795,408.3314794608192,346.8836098878135,269.8826899166348,219.42575171634184,182.3771132716745,170.9599812966652,162.24578729716194,148.13473519756104,140.37918695948636,121.66488508767289,104.12913760660253,87.73203855689906,84.76696560337598,0.0,0.0
0x5ec5a743,2020-05-20 21:55:15,8.142267124750907,243,13.129750333772368,23.938333333333333,0.673968253968254,7.529454545454545,0.2312635868377808,0.3536522416473938,2020,354.9157943575807,350.33336450275243,322.45997816314,264.9843402066627,228.62615512608733,203.2248996870941,180.42422842345496,172.53894868443726,164.9186725110298,150.9964054494332,142.58189414131152,134.0144550016969,111.3769653485494,100.67963748209137,93.4036653458098,0.0,0.0
0x5ec6fdfa,2020-05-21 22:17:30,9.839674624364328,240,13.570113796393336,23.496111111111112,0.3710407239819004,9.064831791421376,0.2794747964028266,0.3808781606748437,2020,527.7866124257743,524.3028335215783,502.71238542828667,450.4055907916436,395.381105183409,278.00968251233843,206.27784018329163,193.88454147588337,180.69205680211687,168.56284681580752,156.23573086017356,146.16271808778978,121.76166055602508,114.22446751281949,107.1086786563802,80.01499330921753,0.0
0x5ec84db5,2020-05-22 22:09:57,8.715053534041836,240,14.358205213844686,46.094166666666666,0.703067071115605,8.937028763183141,0.2475323529535334,0.3713843845065285,2020,419.7025091016424,416.7720820761312,395.18476896662025,347.2178618396475,300.48894439605806,272.0013809614,222.9494966590233,213.44732298229485,186.9970435753536,179.82750611756637,177.37268453153268,151.1905308205352,126.93211669889637,117.7532539920449,111.62957974622002,0.0,0.0
0x5eca6a99,2020-05-24 12:37:45,40.42322015021502,240,14.917202633558992,37.63944444444444,0.6685650003515433,6.639289304869068,1.0,0.3132606578799608,2020,499.2151547783268,493.9424175669466,458.0518592965223,382.8534129716783,308.3746875173007,278.57024174844906,190.98841570438293,183.08112837360665,175.22007923332282,165.83429858802322,166.2034359104224,152.45590454456183,141.71905848961435,140.95099439835832,138.2556225101157,128.57846611678792,121.64660130575383
0x5ecbb42b,2020-05-25 12:03:55,31.26979795840965,240,13.78472174585856,19.48555555555556,0.662055171264272,6.296843655589119,0.7735602913921571,0.9122651807469118,2020,477.82858088507993,473.26683599661226,445.7233042957786,366.74701894132176,296.227286786106,223.64397971132,199.66645954222693,178.80563935498117,161.22674069954945,149.13856238620096,145.46460202895983,140.70284171444624,137.78690006623972,133.4407335720306,125.99264409740805,111.42558491004506,99.8316411127108
0x5ecd009c,2020-05-26 11:42:20,9.95116412191229,240,14.068429489018667,20.3075,0.7803320561941252,8.715324058919817,0.2461744533199777,1.1363899688490942,2020,437.7133906757553,435.8550691500165,421.0379129519624,363.0596234161772,296.16556156390124,259.5971180558574,211.3174149614984,185.98126449106417,173.97503381688446,173.25017296486956,164.66838153165315,145.31576903762368,117.93249440995152,117.51371370046432,110.3620023118607,0.0,0.0
0x5ed038f5,2020-05-28 22:19:33,17.541576245697247,240,15.020172892843007,57.75055555555556,0.8161559888579387,7.73618527547537,0.4339480175134919,0.4867193704196266,2020,755.2667139422249,749.4989220094118,710.360651298729,594.7256541406899,484.04088976954506,288.2459728867528,233.462713254978,208.30296696503464,204.64909936122783,195.67207412716945,185.93803781071915,166.82683584735574,150.5285420226284,140.27879340460677,133.14354786719542,124.34427677770324,0.0
0x5ed1abdf,2020-05-30 00:42:07,12.179051165728763,237,14.002497678099475,24.98027777777778,0.8322741088698535,7.163298804780882,0.3012884950894735,0.581681317112305,2020,461.9651885076712,458.9493555368573,433.2892391408386,384.044530222823,344.9583219125839,258.76670069515046,205.5080465009319,171.9388691839226,182.12569028066844,168.3709010565843,159.3246125532617,146.3953577591449,118.92152102627904,117.9746923583203,113.55939803593432,0.0,0.0
0x5ed2908e,2020-05-30 16:57:50,10.887630669204786,237,14.077013142396698,15.256944444444445,0.7241473396998636,7.202376036171816,0.2693410032339264,0.6645161133052846,2020,717.1025607768511,711.1942261706107,669.436899869133,551.7881356858722,440.930352485315,296.4484303821063,236.60198791683567,205.8994396678742,186.18388518281253,185.50333497577645,177.7679851467307,148.56107330971372,130.58076187537674,118.43496228660464,113.7601953073346,0.0,0.0
0x5edc1feb,2020-06-06 22:59:55,14.42740413979071,237,13.679641241541654,173.01694444444445,0.7832093517534537,9.028314789687965,0.3569088282966484,0.0419650198668008,2020,791.5472970080796,784.9281647938067,740.0024922477436,610.1323410107369,487.655855866367,305.7959497666521,209.28160505959235,183.57356304175752,176.21814409337972,174.78910886677056,168.06259908330824,144.79543807092105,128.12471432580165,119.91885096751334,115.16578636337418,109.59935981126068,0.0
0x5edcf85b,2020-06-07 14:23:23,14.512925284770102,237,14.300265672031635,38.08444444444444,0.8293816829381683,9.357470852017968,0.3590244723413729,0.2126822464671958,2020,837.0590914288314,832.6156564240404,783.6662032138485,646.78704184968,516.371040328718,295.1665261435823,219.4397251675105,191.8001278589402,185.2847789176384,179.28572121582272,168.0042593941429,146.16217152782,135.31332782263655,126.90567828559618,127.9080431082968,117.34775505758194,0.0
