time,ride_id,segment_id,elevation,latitude,longitude,ambient_temp_C,heart_rate_bpm,cadence_rpm,is_original_row,elapsed_time,delta_time,delta_dist_ft,heading,speed,speed_saturated,is_cruising,delta_ele_ft,grade,grade_saturated,elapsed_ascent,elapsed_descent,elapsed_elevation,filt_ambient_temp_C,filt_heart_rate_bpm,filt_cadence_rpm,filt_speed,filt_speed_saturated,filt_grade,filt_grade_saturated,inst_power
2022-04-11 00:34:48+00:00,0x6253758a,0.0,541.8571499999999,39.15867725,-84.314137,24.0,127.5,,,543.0,1.0,20.19827316495896,217.2277120715628,13.77154988519929,13.77154988519929,True,-0.1640500000000884,-0.8121981451597114,-0.8121981451597114,41.3406,27.724450000000047,69.06505000000004,24.0,127.13957960419438,,13.272688615354724,13.272688615354724,-0.7320709182912403,-0.7320709182912403,42.19571936428058
2022-04-11 00:34:49+00:00,0x6253758a,0.0,541.6931,39.1586385,-84.314188,24.0,127.0,,,544.0,1.0,20.19827884034086,217.2277120715628,13.77155375477786,13.77155375477786,True,-0.1640499999999747,-0.8121979169449187,-0.8121979169449187,41.3406,27.888500000000025,69.22910000000002,24.0,126.92519999731655,,13.333241467990286,13.333241467990286,-0.7358058862050812,-0.7358058862050812,42.669064550035394
2022-04-11 00:34:50+00:00,0x6253758a,0.0,541.5290500000001,39.15859975,-84.314239,24.0,126.5,,,545.0,1.0,20.19828451571958,217.2277120665019,13.77155762435426,13.77155762435426,True,-0.164049999999861,-0.8121976887303819,-0.8121976887303819,41.3406,28.052549999999883,69.39314999999988,24.0,126.73233594613804,,13.384128585194954,13.384128585194954,-0.7435511944491056,-0.7435511944491056,42.76440852558919
2022-04-11 00:34:51+00:00,0x6253758a,0.0,541.365,39.158561,-84.31429,24.0,126.0,,True,546.0,1.0,20.19829019109511,217.2277120715628,13.771561493928486,13.771561493928486,True,-0.1640500000000884,-0.8121974605177902,-0.8121974605177902,41.3406,28.21659999999997,69.55719999999997,24.0,126.56322554329144,,13.423189004714114,13.423189004714114,-0.7548214690561043,-0.7548214690561043,42.48331647002636
2022-04-11 00:34:52+00:00,0x6253758a,0.0,541.20095,39.158522375,-84.31433799999999,24.0,126.0,,,547.0,1.0,19.568296118665884,218.82319882318728,13.342020080908558,13.342020080908558,True,-0.1640499999999747,-0.838345858040701,-0.838345858040701,41.3406,28.380649999999942,69.72124999999994,24.0,126.41973944815736,,13.451268139153726,13.451268139153726,-0.7682880229525112,-0.7682880229525112,41.92193066311111
2022-04-11 00:34:53+00:00,0x6253758a,0.0,541.0369000000001,39.15848375,-84.314386,24.0,126.0,,,548.0,1.0,19.568301296091683,218.8231988097542,13.3420236109716,13.3420236109716,True,-0.1640499999999747,-0.8383456362292414,-0.8383456362292414,41.3406,28.54469999999992,69.88529999999992,24.0,126.30319777369066,,13.47028632771916,13.47028632771916,-0.7824071819782127,-0.7824071819782127,41.20599698191966
2022-04-11 00:34:54+00:00,0x6253758a,0.0,540.87285,39.158445125,-84.314434,24.0,126.0,,,549.0,1.0,19.568306470191413,218.8231988149022,13.342027138766872,13.342027138766872,True,-0.1640500000000884,-0.8383454145609756,-0.8383454145609756,41.3406,28.70875000000001,70.04935,24.0,126.21538287918648,,13.484939025334423,13.484939025334423,-0.7942875244931862,-0.7942875244931862,40.585941095808856
2022-04-11 00:34:55+00:00,0x6253758a,0.0,540.7088000000001,39.1584065,-84.314482,24.0,126.0,,,550.0,1.0,19.568311637622955,218.82319882318728,13.34203066201565,13.34203066201565,True,-0.164049999999861,-0.8383451931767624,-0.8383451931767624,41.3406,28.87279999999987,70.21339999999987,24.0,126.15950691515366,,13.502237179857923,13.502237179857923,-0.7999729141688897,-0.7999729141688897,40.41165889884227
2022-04-11 00:34:56+00:00,0x6253758a,0.0,540.54475,39.158367875,-84.31452999999999,24.0,126.0,,,551.0,1.0,19.568316812543173,218.82319882318728,13.342034190370343,13.342034190370343,True,-0.1640500000000884,-0.8383449714741604,-0.8383449714741604,41.3406,29.03684999999996,70.37744999999995,24.0,126.13777651134885,,13.52377295068663,13.52377295068663,-0.7945603133892845,-0.7945603133892845,41.03330192301242
2022-04-11 00:34:57+00:00,0x6253758a,0.0,540.3806999999999,39.15832925,-84.314578,24.0,126.0,,,552.0,1.0,19.56832198329237,218.8231988149022,13.342037715881164,13.342037715881164,True,-0.1640500000000884,-0.8383447499492082,-0.8383447499492082,41.3406,29.200900000000047,70.54150000000004,24.0,126.14620085563794,,13.54351301541818,13.54351301541818,-0.7756296358264438,-0.7756296358264438,42.544802678273165
2022-04-11 00:34:58+00:00,0x6253758a,0.0,540.2166500000001,39.158290625,-84.314626,24.0,126.0,,,553.0,1.0,19.56832715820698,218.8231988097542,13.342041244232032,13.342041244232032,True,-0.164049999999861,-0.8383445282447574,-0.8383445282447574,41.3406,29.364949999999908,70.7055499999999,24.0,126.1721273059441,,13.553548986197663,13.553548986197663,-0.7450339480980053,-0.7450339480980053,44.726979538051225
2022-04-11 00:34:59+00:00,0x6253758a,0.0,540.0526,39.158252,-84.314674,24.0,126.0,,True,554.0,1.0,19.56833232729832,218.82319882318728,13.34204476861249,13.34204476861249,True,-0.1640500000000884,-0.8383443067922273,-0.8383443067922273,41.3406,29.529,70.86959999999999,24.0,126.1977231620134,,13.547984948939336,13.547984948939336,-0.7037805789573831,-0.7037805789573831,47.434853575454326
2022-04-11 00:35:00+00:00,0x6253758a,0.0,539.92136,39.1582114,-84.314725,24.0,126.2,,,555.0,1.0,20.67631687865901,218.5225402374257,14.097488780903868,14.097488780903868,True,-0.1312399999999343,-0.6347358708522852,-0.6347358708522852,41.3406,29.66023999999993,71.00083999999993,24.0,126.20396449736651,,13.52351459714668,13.52351459714668,-0.6519325154953937,-0.6519325154953937,50.61212713042779
2022-04-11 00:35:01+00:00,0x6253758a,0.0,539.79012,39.1581708,-84.314776,24.0,126.4,,,556.0,1.0,20.676322690004795,218.5225402374257,14.097492743185088,14.097492743185088,True,-0.1312400000000479,-0.6347356924521744,-0.6347356924521744,41.3406,29.79147999999998,71.13207999999997,24.0,126.1724983537702,,13.478682303448933,13.478682303448933,-0.5905898284175667,-0.5905898284175667,54.15058403881033
2022-04-11 00:35:02+00:00,0x6253758a,0.0,539.65888,39.1581302,-84.31482700000001,24.0,126.6,,,557.0,1.0,20.676328500498546,218.5225402345324,14.097496704885373,14.097496704885373,True,-0.1312400000000479,-0.6347355140777704,-0.6347355140777704,41.3406,29.922720000000027,71.26332000000002,24.0,126.08743925666153,,13.41402560654447,13.41402560654447,-0.5217819894588395,-0.5217819894588395,57.902553712753104
2022-04-11 00:35:03+00:00,0x6253758a,0.0,539.52764,39.1580896,-84.31487800000001,24.0,126.8,,,558.0,1.0,20.67633430515315,218.5225402374257,14.097500662604425,14.097500662604425,True,-0.1312399999999343,-0.6347353358821705,-0.6347353358821705,41.3406,30.05395999999996,71.39455999999996,24.0,125.9367202648967,,13.33360965431584,13.33360965431584,-0.4537333974786346,-0.4537333974786346,61.35771604826389
2022-04-11 00:35:04+00:00,0x6253758a,0.0,539.3964000000001,39.158049,-84.314929,24.0,127.0,,True,559.0,1.0,20.676340113977865,218.5225402374257,14.097504623166726,14.097504623166726,True,-0.1312399999999343,-0.634735157559204,-0.634735157559204,41.3406,30.18519999999989,71.52579999999989,24.0,125.71307023584345,,13.24462928019886,13.24462928019886,-0.4000583154998944,-0.4000583154998944,63.70973106043728
2022-04-11 00:35:05+00:00,0x6253758a,0.0,539.3964000000001,39.158013,-84.31497033333333,24.0,126.33333333333331,,,560.0,1.0,17.583897244585682,221.0548137754792,11.989020848581148,11.989020848581148,True,0.0,0.0,0.0,41.3406,30.18519999999989,71.52579999999989,24.0,125.41472557548288,,13.1551176629692,13.1551176629692,-0.3729640253615907,-0.3729640253615907,64.28542929318628
2022-04-11 00:35:06+00:00,0x6253758a,0.0,539.3964000000001,39.157977,-84.31501166666668,24.0,125.66666666666669,,,561.0,1.0,17.583901227542572,221.05481376012224,11.989023564233571,11.989023564233571,True,0.0,0.0,0.0,41.3406,30.18519999999989,71.52579999999989,24.0,125.0457194033838,,13.074868125310848,13.074868125310848,-0.3776528521037817,-0.3776528521037817,62.91192239642543
2022-04-11 00:35:07+00:00,0x6253758a,0.0,539.3964000000001,39.157941,-84.315053,24.0,125.0,,True,562.0,1.0,17.583905202658627,221.0548137754792,11.989026274539974,11.989026274539974,True,0.0,0.0,0.0,41.3406,30.18519999999989,71.52579999999989,24.0,124.61560329496297,,13.014475495994086,13.014475495994086,-0.4118129253138441,-0.4118129253138441,59.90845808992388
2022-04-11 00:35:08+00:00,0x6253758a,0.0,539.3964000000001,39.15790325,-84.3150995,24.0,124.25,,,563.0,1.0,19.044276279373708,219.07065751905347,12.98473382684571,12.98473382684571,True,0.0,0.0,0.0,41.3406,30.18519999999989,71.52579999999989,24.0,124.13851230673352,,12.98259087300105,12.98259087300105,-0.4702475240924579,-0.4702475240924579,55.72822870840084
2022-04-11 00:35:09+00:00,0x6253758a,0.0,539.3964000000001,39.1578655,-84.315146,24.0,123.5,,,564.0,1.0,19.04428115332613,219.07065752433056,12.98473714999509,12.98473714999509,True,0.0,0.0,0.0,41.3406,30.18519999999989,71.52579999999989,24.0,123.63178133848884,,12.985074793784998,12.985074793784998,-0.5453837683027392,-0.5453837683027392,50.91256573774379
