time,ride_id,segment_id,elevation,latitude,longitude,ambient_temp_C,heart_rate_bpm,cadence_rpm,is_original_row,elapsed_time,delta_time,delta_dist_ft,heading,speed,is_cruising,delta_ele_ft,grade,grade_saturated,elapsed_ascent,elapsed_descent,elapsed_elevation,filt_ambient_temp_C,filt_heart_rate_bpm,filt_cadence_rpm,filt_speed,filt_grade,filt_grade_saturated,inst_power
2023-04-03 20:00:40+00:00,0x642b3068,0.0,878.6518000000001,37.906519,-85.627248,28.0,113.0,,True,1.0,1.0,0.0,,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,15.4,62.529310875708255,,0.4891780806285217,0.0363685722267736,0.0363685722267736,1.3335259256229306
2023-04-03 20:00:41+00:00,0x642b3068,0.0,878.6518000000001,37.906519,-85.627248,28.0,115.0,,True,2.0,1.0,0.0,180.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,18.131479122813214,73.61181191378894,,0.905985982337033,0.17828285189277757,0.17828285189277757,3.1347666500520477
2023-04-03 20:00:42+00:00,0x642b3068,0.0,878.52056,37.906519,-85.627248,28.0,114.4,,,3.0,1.0,0.0,180.0,0.0,False,-0.13124000000004798,0.0,0.0,0.0,0.13124000000004798,0.13124000000004798,20.66410291493814,83.91250815435723,,1.4265686228910426,0.44821985275935816,0.44821985275935816,6.931485969305274
2023-04-03 20:00:43+00:00,0x642b3068,0.0,878.3893200000001,37.906519,-85.627248,28.0,113.8,,,4.0,1.0,0.0,180.0,0.0,False,-0.1312399999999343,0.0,0.0,0.0,0.2624799999999823,0.2624799999999823,22.887002268147604,92.99573443956214,,2.0258682750843002,0.8197562604200181,0.8197562604200181,13.763315052771043
2023-04-03 20:00:44+00:00,0x642b3068,0.0,878.2580800000001,37.906519,-85.627248,28.0,113.2,,,5.0,1.0,0.0,180.0,0.0,False,-0.13124000000004798,0.0,0.0,0.0,0.39372000000003027,0.39372000000003027,24.71962606027253,100.5450000533957,,2.6567179098683185,1.256523502646564,1.256523502646564,24.12564218291072
2023-04-03 20:00:45+00:00,0x642b3068,0.0,878.1268400000001,37.906519,-85.627248,28.0,112.6,,,6.0,1.0,0.0,180.0,0.0,False,-0.1312399999999343,0.0,0.0,0.0,0.5249599999999646,0.5249599999999646,26.11962606027253,106.39396903809616,,3.2688621662133412,1.7157677586335445,1.7157677586335445,37.586293563734245
2023-04-03 20:00:46+00:00,0x642b3068,0.0,877.9956000000001,37.906519,-85.627248,28.0,112.0,,True,7.0,1.0,0.0,180.0,0.0,False,-0.13124000000004798,0.0,0.0,0.0,0.6562000000000126,0.6562000000000126,27.087002268147604,110.54274231662453,,3.8138766959900963,2.1525350008620743,2.1525350008620743,52.65739490219262
2023-04-03 20:00:47+00:00,0x642b3068,0.0,877.9956000000001,37.9065205,-85.62733,28.0,113.5,,,8.0,1.0,23.60945475585697,178.95202335671718,16.097355515357023,True,0.0,0.0,0.0,0.0,0.6562000000000126,0.6562000000000126,27.664102914938145,113.157847813622,,4.249908276544028,2.524071408526506,2.524071408526506,67.04534640942262
2023-04-03 20:00:48+00:00,0x642b3068,0.0,877.9956000000001,37.906522,-85.627412,28.0,115.0,,True,9.0,1.0,23.60945427482943,178.95202335175406,16.0973551873837,True,0.0,0.0,0.0,0.0,0.6562000000000126,0.6562000000000126,27.931479122813215,114.55593954187778,,4.545771695753898,2.7940084093982787,2.7940084093982787,78.21931805165526
2023-04-03 20:00:49+00:00,0x642b3068,0.0,878.3237000000001,37.906515999999996,-85.627411,28.0,115.5,,,10.0,1.0,2.20772441978647,279.4623223070526,1.5052666498544112,False,0.3281000000000631,14.861456305846216,14.861456305846216,0.3281000000000631,0.6562000000000126,0.9843000000000757,27.999999999999993,115.17280130129902,,4.68400237787251,2.9359226890703862,2.9359226890703862,84.11131940373068
2023-04-03 20:00:50+00:00,0x642b3068,0.0,878.6518000000001,37.90651,-85.62741,28.0,116.0,,True,11.0,1.0,2.2077244195909134,279.4623221860196,1.5052666497210774,False,0.32809999999994943,14.86145630715747,14.86145630715747,0.6562000000000126,0.6562000000000126,1.312400000000025,27.999999999999993,115.52068912429175,,4.662565937876318,2.935922689073595,2.935922689073595,83.70340987138565
2023-04-03 20:00:51+00:00,0x642b3068,0.0,878.6518000000001,37.90652,-85.62737,28.0,117.0,,True,12.0,1.0,12.07785085142055,14.03624347271602,8.23489830778674,True,0.0,0.0,0.0,0.6562000000000126,0.6562000000000126,1.312400000000025,27.999999999999993,115.86130780696651,,4.492070842378022,2.794008409407591,2.794008409407591,77.24167234424466
2023-04-03 20:00:52+00:00,0x642b3068,0.0,878.6518000000001,37.906511,-85.627373625,28.0,117.0,,,13.0,1.0,3.4451317036671107,248.06151950148148,2.3489534343184846,False,0.0,0.0,0.0,0.6562000000000126,0.6562000000000126,1.312400000000025,27.999999999999993,116.1749494756081,,4.1947299789127435,2.5240714085410105,2.5240714085410105,66.12680450763477
2023-04-03 20:00:53+00:00,0x642b3068,0.0,878.6518000000001,37.906502,-85.62737725,28.0,117.0,,,14.0,1.0,3.4451317401024513,248.06151957932246,2.348953459160762,False,0.0,0.0,0.0,0.6562000000000126,0.6562000000000126,1.312400000000025,27.999999999999993,116.4404217181112,,3.805172782503745,2.1525350008803508,2.1525350008803508,52.53101649289069
